Timestamp,Transaction_Amount,Location,Merchant_Category,Is_Weekend,Risk_Score,Fraud_Label
2023-04-09 09:26:00,237.11,Sydney,Electronics,1,0.7501,0
2023-11-07 20:48:00,306.6,Mumbai,Groceries,1,0.4144,0
2023-11-24 10:43:00,29.72,London,Groceries,0,0.4566,0
2023-10-06 08:29:00,124.88,Sydney,Electronics,0,0.6091,0
2023-11-14 02:39:00,27.92,Tokyo,Clothing,0,0.1976,0
2023-12-31 06:09:00,34.39,London,Groceries,0,0.673,0
2023-04-04 22:56:00,95.05,London,Restaurants,0,0.3344,0
2023-05-20 13:52:00,31.7,Sydney,Clothing,0,0.0055,0
2023-11-12 11:09:00,191.97,Mumbai,Clothing,0,0.0958,0
2023-08-03 19:10:00,44.07,Mumbai,Groceries,0,0.3889,0
2023-12-10 06:24:00,25.38,Sydney,Clothing,0,0.3222,0
2023-11-12 01:51:00,394.62,Sydney,Restaurants,0,0.6492,0
2023-07-16 12:59:00,63.37,London,Groceries,0,0.2708,0
2023-08-19 11:56:00,16.97,New York,Electronics,0,0.7169,0
2023-09-28 03:41:00,363.86,London,Electronics,1,0.2718,0
2023-08-18 05:12:00,106.2,London,Electronics,0,0.2693,0
2023-08-14 04:36:00,70.42,Mumbai,Travel,0,0.8499,0
2023-06-24 01:10:00,21.33,New York,Clothing,1,0.1647,0
2023-04-05 19:36:00,64.23,Sydney,Clothing,0,0.1274,0
2023-08-30 05:30:00,298.9,Sydney,Travel,0,0.9441,1
2023-06-17 10:53:00,173.68,London,Groceries,0,0.7388,1
2023-11-03 06:28:00,126.92,Tokyo,Travel,0,0.3925,1
2023-07-23 14:46:00,40.64,London,Electronics,0,0.6901,0
2023-08-05 04:14:00,12.87,New York,Clothing,1,0.4653,0
2023-03-30 12:02:00,3.1,New York,Travel,0,0.7693,1
2023-05-28 21:51:00,31.27,New York,Clothing,1,0.737,0
2023-04-11 04:53:00,77.02,Mumbai,Travel,0,0.4556,0
2023-05-07 01:01:00,9.21,Sydney,Restaurants,0,0.4958,0
2023-10-03 07:09:00,24.95,London,Clothing,1,0.3064,0
2023-03-18 07:20:00,48.03,Mumbai,Clothing,0,0.1824,0
2023-12-27 23:35:00,31.32,London,Travel,1,0.491,0
2023-05-25 08:46:00,60.8,Mumbai,Restaurants,1,0.3993,0
2023-01-14 14:07:00,98.82,New York,Restaurants,0,0.1682,0
2023-12-25 22:20:00,32.32,London,Groceries,0,0.69,0
2023-12-18 16:19:00,174.45,Sydney,Clothing,1,0.4651,0
2023-04-04 15:05:00,109.35,London,Restaurants,0,0.389,0
2023-05-12 15:42:00,22.51,London,Restaurants,1,0.4306,0
2023-09-06 22:45:00,35.93,Tokyo,Electronics,0,0.6015,0
2023-09-04 16:01:00,282.59,New York,Electronics,0,0.8951,1
2023-10-10 03:48:00,263.8,Tokyo,Clothing,0,0.8601,1
2023-03-15 22:49:00,58.79,London,Groceries,1,0.2124,0
2023-05-21 14:40:00,124.74,Mumbai,Travel,0,0.4269,0
2023-11-09 05:58:00,48.92,Sydney,Restaurants,1,0.9879,1
2023-08-21 21:55:00,4.97,Mumbai,Clothing,0,0.3491,0
2023-12-04 08:41:00,50.4,London,Electronics,0,0.5126,0
2023-07-05 08:50:00,180.62,Sydney,Travel,0,0.6589,0
2023-09-26 17:13:00,140.6,Sydney,Clothing,0,0.7153,0
2023-09-11 11:35:00,231.35,Tokyo,Groceries,1,0.1123,0
2023-12-27 20:03:00,212.22,Sydney,Travel,0,0.4688,1
2023-11-08 16:16:00,147.84,Sydney,Travel,0,0.6642,0
2023-07-30 12:24:00,158.85,New York,Travel,0,0.3265,0
2023-04-01 08:34:00,4.43,New York,Restaurants,1,0.4432,0
2023-09-09 10:02:00,85.45,Sydney,Groceries,0,0.3784,0
2023-03-30 03:14:00,99.32,London,Clothing,1,0.1655,1
2023-09-06 23:14:00,87.29,Sydney,Travel,1,0.1413,0
2023-07-18 16:47:00,229.0,Sydney,Restaurants,0,0.3067,0
2023-12-18 00:16:00,22.4,Tokyo,Electronics,1,0.1453,0
2023-12-11 22:48:00,263.59,New York,Groceries,0,0.3619,0
2023-12-28 17:35:00,425.97,London,Clothing,1,0.314,0
2023-12-02 17:34:00,119.44,New York,Clothing,0,0.6425,0
2023-11-28 19:21:00,18.41,Sydney,Electronics,0,0.8117,0
2023-05-06 05:38:00,8.74,New York,Electronics,0,0.6706,0
2023-01-14 21:25:00,513.78,Mumbai,Travel,0,0.6938,0
2023-11-27 15:04:00,57.85,New York,Electronics,0,0.9129,1
2023-08-05 21:04:00,27.64,Tokyo,Restaurants,0,0.76,1
2023-06-22 22:04:00,64.61,New York,Clothing,0,0.6274,0
2023-01-09 03:23:00,106.84,Sydney,Groceries,0,0.3657,0
2023-12-17 11:54:00,80.2,Sydney,Travel,1,0.0462,0
2023-07-12 19:59:00,11.91,Mumbai,Travel,0,0.2151,0
2023-09-18 06:38:00,202.75,London,Travel,1,0.1632,0
2023-11-20 22:19:00,45.05,Sydney,Groceries,1,0.8534,1
2023-03-09 07:45:00,68.08,Sydney,Electronics,1,0.3606,0
2023-07-20 05:24:00,38.38,New York,Restaurants,0,0.6095,1
2023-04-27 02:53:00,45.14,Mumbai,Groceries,0,0.0042,0
2023-10-03 11:13:00,40.68,London,Clothing,0,0.8577,1
2023-02-25 22:53:00,28.93,Mumbai,Travel,0,0.5639,0
2023-10-30 07:16:00,211.35,London,Travel,1,0.4945,1
2023-06-30 03:26:00,221.65,Mumbai,Groceries,0,0.8891,1
2023-08-03 20:06:00,203.14,Sydney,Electronics,0,0.7617,1
2023-09-22 19:14:00,77.56,Mumbai,Electronics,1,0.7788,0
2023-02-01 11:09:00,43.67,Mumbai,Groceries,0,0.1535,0
2023-08-27 03:48:00,35.48,Sydney,Travel,0,0.9509,1
2023-03-27 19:01:00,69.42,London,Clothing,0,0.499,0
2023-08-02 14:07:00,105.88,New York,Electronics,0,0.5794,0
2023-11-10 02:24:00,97.23,Mumbai,Clothing,0,0.6551,0
2023-12-10 11:13:00,309.46,London,Electronics,0,0.2389,0
2023-01-29 18:06:00,86.97,New York,Restaurants,0,0.1571,1
2023-12-14 13:41:00,110.75,New York,Clothing,0,0.1995,0
2023-03-04 07:11:00,209.18,New York,Groceries,0,0.8742,1
2023-12-02 03:05:00,184.5,Sydney,Travel,0,0.4426,1
2023-06-28 13:48:00,17.04,Sydney,Electronics,0,0.4467,0
2023-05-16 12:47:00,12.13,London,Clothing,0,0.6382,0
2023-07-06 23:07:00,260.47,Sydney,Electronics,1,0.978,1
2023-12-07 16:14:00,68.1,Tokyo,Clothing,1,0.6328,0
2023-08-17 00:01:00,170.02,London,Restaurants,0,0.6698,0
2023-10-30 20:56:00,182.66,Mumbai,Electronics,0,0.3398,0
2023-12-30 08:56:00,92.96,Mumbai,Electronics,0,0.2061,1
2023-03-27 06:31:00,144.37,Mumbai,Groceries,0,0.8291,0
2023-11-17 08:43:00,3.54,Sydney,Restaurants,0,0.7642,0
2023-09-20 04:36:00,13.26,London,Groceries,0,0.9841,1
2023-04-26 00:56:00,17.99,London,Clothing,0,0.3667,0
2023-03-05 21:45:00,153.67,Sydney,Clothing,0,0.7741,0
2023-09-19 11:00:00,70.71,Sydney,Electronics,0,0.1951,0
2023-03-01 02:17:00,3.37,Sydney,Restaurants,0,0.1696,1
2023-02-03 17:14:00,157.68,London,Electronics,1,0.9827,1
2023-09-09 10:55:00,82.06,New York,Groceries,0,0.9414,1
2023-11-04 06:46:00,5.32,Mumbai,Clothing,1,0.4979,1
2023-09-16 23:50:00,119.95,Mumbai,Electronics,1,0.5708,0
2023-10-15 02:05:00,117.28,Sydney,Electronics,0,0.4682,0
2023-10-13 18:03:00,181.73,Mumbai,Travel,1,0.7188,0
2023-03-01 08:18:00,62.48,Mumbai,Travel,0,0.0323,1
2023-06-24 08:54:00,40.59,Mumbai,Restaurants,0,0.215,0
2023-12-26 16:57:00,112.39,Sydney,Groceries,1,0.4571,0
2023-04-09 21:33:00,28.15,New York,Restaurants,0,0.091,0
2023-10-16 17:27:00,117.73,Sydney,Restaurants,0,0.0956,0
2023-11-11 02:15:00,15.36,Mumbai,Groceries,0,0.2789,0
2023-12-07 23:53:00,117.16,Tokyo,Travel,0,0.881,1
2023-10-13 13:49:00,201.85,Tokyo,Electronics,0,0.0804,0
2023-12-28 22:45:00,149.61,Sydney,Electronics,1,0.5208,0
2023-07-24 13:06:00,226.29,London,Electronics,0,0.8839,1
2023-07-25 04:51:00,46.84,New York,Travel,1,0.9745,1
2023-09-25 12:04:00,82.54,Tokyo,Groceries,0,0.2806,1
2023-10-26 13:57:00,16.98,Tokyo,Travel,0,0.3388,0
2023-09-27 07:23:00,38.75,Mumbai,Electronics,0,0.6657,0
2023-02-21 03:38:00,305.14,Tokyo,Travel,0,0.6042,0
2023-08-04 08:35:00,68.78,New York,Groceries,1,0.6813,0
2023-03-08 01:15:00,49.26,Sydney,Travel,0,0.8769,1
2023-05-13 08:08:00,5.0,Mumbai,Groceries,0,0.2179,1
2023-03-14 19:43:00,0.8,Tokyo,Groceries,1,0.7136,0
2023-09-21 05:42:00,29.2,New York,Groceries,0,0.8392,0
2023-02-09 06:38:00,170.87,Mumbai,Clothing,0,0.575,0
2023-02-21 13:45:00,45.8,Mumbai,Travel,1,0.2225,0
2023-05-01 01:11:00,77.25,Sydney,Groceries,0,0.599,0
2023-08-22 09:11:00,70.08,New York,Restaurants,0,0.0672,0
2023-05-30 00:29:00,27.37,London,Electronics,0,0.2937,1
2023-03-16 21:27:00,62.0,Tokyo,Clothing,0,0.5693,0
2023-10-29 23:31:00,33.64,Tokyo,Travel,0,0.1238,1
2023-08-05 12:29:00,32.25,Tokyo,Restaurants,0,0.4924,0
2023-11-27 04:18:00,287.98,Tokyo,Restaurants,1,0.1186,0
2023-04-09 09:22:00,266.58,New York,Electronics,1,0.4873,1
2023-05-02 01:32:00,66.23,London,Travel,0,0.6782,1
2023-04-22 17:49:00,300.74,Tokyo,Electronics,0,0.8028,0
2023-11-21 03:07:00,76.19,Sydney,Restaurants,1,0.6962,0
2023-11-23 04:58:00,29.84,New York,Travel,1,0.159,0
2023-12-12 16:32:00,231.29,Mumbai,Electronics,1,0.8838,1
2023-05-27 16:33:00,68.44,London,Travel,1,0.5559,0
2023-09-23 08:26:00,13.19,Tokyo,Clothing,0,0.448,0
2023-09-17 08:35:00,102.89,Tokyo,Electronics,0,0.8142,0
2023-10-24 00:53:00,177.99,New York,Travel,1,0.0076,0
2023-09-07 09:35:00,120.32,Mumbai,Electronics,0,0.8231,0
2023-09-21 06:34:00,26.47,New York,Travel,0,0.4645,0
2023-12-07 16:48:00,210.98,Mumbai,Clothing,0,0.4504,0
2023-06-03 11:14:00,160.58,New York,Restaurants,0,0.5051,0
2023-10-13 17:19:00,52.5,Tokyo,Restaurants,0,0.0756,1
2023-11-03 18:27:00,68.58,Sydney,Electronics,0,0.3251,0
2023-03-16 07:09:00,8.26,Mumbai,Travel,0,0.8759,1
2023-10-07 21:29:00,133.82,Mumbai,Groceries,1,0.0451,0
2023-10-03 12:05:00,251.8,New York,Restaurants,0,0.7462,0
2023-03-17 08:06:00,44.29,New York,Clothing,0,0.9524,1
2023-10-16 02:04:00,25.05,Tokyo,Clothing,0,0.9297,1
2023-06-07 09:27:00,159.36,Mumbai,Electronics,0,0.9967,1
2023-12-23 01:53:00,154.59,Mumbai,Electronics,1,0.6357,0
2023-08-21 09:05:00,136.49,Sydney,Travel,0,0.5891,0
2023-08-10 12:30:00,155.09,Sydney,Restaurants,0,0.0973,1
2023-03-23 02:17:00,51.97,New York,Electronics,0,0.7717,0
2023-12-10 05:42:00,52.75,Sydney,Clothing,0,0.0153,0
2023-02-13 20:55:00,71.39,New York,Electronics,1,0.0584,0
2023-05-10 09:03:00,50.8,Sydney,Clothing,1,0.8669,1
2023-04-05 21:03:00,56.64,New York,Electronics,1,0.8361,0
2023-11-05 14:44:00,23.31,New York,Clothing,0,0.0365,0
2023-08-08 09:53:00,145.45,Sydney,Restaurants,1,0.4347,0
2023-05-18 14:52:00,9.65,Mumbai,Restaurants,0,0.1251,0
2023-01-09 05:33:00,268.52,London,Clothing,0,0.2972,0
2023-09-26 16:28:00,23.32,London,Travel,0,0.8339,0
2023-11-16 18:29:00,19.23,New York,Groceries,1,0.4605,1
2023-10-01 21:59:00,6.17,London,Groceries,0,0.6261,1
2023-12-24 16:44:00,29.37,Mumbai,Travel,0,0.99,1
2023-05-26 19:14:00,18.36,Tokyo,Groceries,1,0.3229,1
2023-02-28 19:25:00,52.59,New York,Travel,0,0.7777,0
2023-04-18 22:06:00,376.37,New York,Electronics,0,0.5833,0
2023-04-21 09:10:00,469.43,Mumbai,Clothing,1,0.5912,1
2023-09-26 05:30:00,186.24,London,Travel,0,0.3756,0
2023-03-03 10:04:00,35.02,New York,Clothing,0,0.9513,1
2023-08-10 18:07:00,119.32,Tokyo,Electronics,1,0.8934,1
2023-08-26 16:08:00,92.61,Mumbai,Clothing,0,0.6012,0
2023-02-27 02:40:00,10.15,Mumbai,Electronics,0,0.43,1
2023-04-02 19:32:00,13.14,Tokyo,Groceries,0,0.5644,0
2023-11-04 09:55:00,51.35,London,Electronics,0,0.5535,0
2023-09-02 06:16:00,11.98,London,Electronics,0,0.7148,1
2023-01-27 15:03:00,13.31,Mumbai,Restaurants,0,0.8653,1
2023-01-13 06:38:00,72.49,London,Electronics,0,0.2904,0
2023-05-02 05:12:00,152.06,Tokyo,Restaurants,0,0.4928,0
2023-03-29 07:03:00,50.7,Mumbai,Clothing,1,0.3298,1
2023-09-23 00:51:00,134.91,Sydney,Restaurants,1,0.9466,1
2023-01-18 04:56:00,216.73,London,Restaurants,1,0.3407,1
2023-08-09 14:59:00,275.07,Tokyo,Electronics,0,0.0026,1
2023-02-28 09:44:00,19.71,Sydney,Restaurants,0,0.8988,1
2023-12-30 04:19:00,29.94,New York,Travel,0,0.8882,1
2023-06-24 10:35:00,18.3,Tokyo,Clothing,0,0.7629,0
2023-12-01 16:39:00,33.34,New York,Electronics,0,0.898,1
2023-06-24 22:47:00,2.65,Tokyo,Electronics,1,0.6463,0
2023-12-29 09:17:00,97.88,Sydney,Restaurants,0,0.0745,0
2023-01-09 00:34:00,7.41,Mumbai,Travel,0,0.9656,1
2023-05-26 21:43:00,3.96,Sydney,Clothing,1,0.5355,1
2023-01-15 01:14:00,101.03,Sydney,Travel,0,0.5137,0
2023-05-21 07:09:00,94.29,Sydney,Restaurants,0,0.0704,1
2023-06-09 01:29:00,139.19,Sydney,Clothing,0,0.1313,0
2023-02-26 22:08:00,335.32,London,Groceries,0,0.9044,1
2023-11-20 21:58:00,213.95,Sydney,Travel,0,0.4833,0
2023-05-14 17:12:00,151.28,Sydney,Clothing,1,0.7025,1
2023-05-03 04:36:00,35.66,Tokyo,Travel,0,0.3993,0
2023-02-22 07:07:00,8.18,Mumbai,Clothing,0,0.2903,0
2023-12-13 01:24:00,49.88,Sydney,Restaurants,0,0.0373,0
2023-08-07 12:43:00,118.79,London,Restaurants,1,0.3105,0
2023-05-14 19:28:00,4.83,New York,Electronics,1,0.934,1
2023-09-23 05:27:00,82.85,Mumbai,Travel,0,0.2871,0
2023-08-06 10:58:00,142.72,London,Travel,1,0.2556,0
2023-10-31 22:59:00,151.58,New York,Electronics,1,0.6081,0
2023-01-09 10:38:00,89.19,Tokyo,Clothing,0,0.3581,0
2023-05-28 21:51:00,121.44,Mumbai,Clothing,0,0.4561,0
2023-09-09 10:46:00,41.83,Tokyo,Clothing,1,0.8632,1
2023-03-20 11:16:00,249.35,London,Groceries,0,0.1412,0
2023-03-14 11:13:00,207.98,New York,Groceries,1,0.1706,1
2023-07-16 19:18:00,24.17,Tokyo,Electronics,0,0.4485,0
2023-03-20 01:53:00,40.76,Mumbai,Electronics,1,0.8856,1
2023-12-26 05:24:00,56.67,London,Groceries,1,0.1708,0
2023-06-02 15:06:00,72.15,Mumbai,Electronics,0,0.531,0
2023-12-06 10:21:00,21.22,New York,Clothing,0,0.2901,0
2023-05-03 22:22:00,13.51,Mumbai,Travel,0,0.6283,0
2023-03-25 00:57:00,11.49,Sydney,Restaurants,0,0.34,1
2023-08-18 12:58:00,49.64,Mumbai,Restaurants,1,0.3928,0
2023-12-16 01:10:00,41.15,Sydney,Groceries,0,0.2046,1
2023-02-16 09:07:00,83.14,Mumbai,Electronics,0,0.8611,1
2023-02-05 16:52:00,117.98,Tokyo,Travel,1,0.4767,0
2023-08-27 00:49:00,33.28,Sydney,Restaurants,0,0.8019,0
2023-12-24 14:17:00,60.7,Sydney,Groceries,0,0.4815,0
2023-05-10 08:19:00,83.57,Sydney,Groceries,1,0.7244,1
2023-06-10 00:01:00,3.53,London,Restaurants,1,0.679,0
2023-07-20 06:09:00,21.48,New York,Clothing,1,0.2721,0
2023-03-16 07:56:00,72.28,Mumbai,Electronics,0,0.474,0
2023-08-15 02:24:00,40.42,Sydney,Restaurants,0,0.1965,0
2023-12-06 18:10:00,30.61,New York,Travel,0,0.7121,1
2023-11-22 16:01:00,86.93,Mumbai,Travel,0,0.8015,0
2023-06-09 07:45:00,2.86,New York,Restaurants,0,0.7425,0
2023-07-02 13:36:00,38.35,New York,Clothing,1,0.4551,0
2023-06-27 02:22:00,115.2,Mumbai,Clothing,1,0.2801,0
2023-02-19 14:39:00,44.06,Tokyo,Groceries,0,0.0914,0
2023-05-28 15:39:00,64.49,New York,Groceries,0,0.0796,0
2023-02-26 15:20:00,176.19,Mumbai,Clothing,0,0.6883,0
2023-11-10 05:28:00,165.67,Sydney,Groceries,0,0.0902,0
2023-05-01 20:51:00,51.05,Mumbai,Restaurants,1,0.421,0
2023-09-12 10:35:00,82.24,Sydney,Travel,0,0.4325,0
2023-04-14 05:03:00,75.74,Sydney,Groceries,0,0.2291,0
2023-04-18 22:00:00,129.11,New York,Groceries,1,0.6636,0
2023-06-21 01:32:00,27.12,Mumbai,Groceries,0,0.6091,0
2023-12-03 00:18:00,43.6,London,Travel,1,0.1984,1
2023-05-09 08:51:00,55.03,New York,Electronics,0,0.9496,1
2023-12-13 07:39:00,148.41,London,Clothing,0,0.9466,1
2023-06-17 12:22:00,93.57,Sydney,Restaurants,0,0.3982,0
2023-05-29 11:52:00,137.09,Tokyo,Restaurants,0,0.0207,1
2023-09-29 12:10:00,22.98,Mumbai,Restaurants,0,0.1066,0
2023-03-08 02:41:00,22.96,Sydney,Groceries,0,0.1943,0
2023-12-29 18:18:00,112.64,Mumbai,Travel,0,0.3169,1
2023-06-01 18:05:00,22.34,Mumbai,Clothing,0,0.8656,1
2023-01-25 04:43:00,9.87,New York,Restaurants,0,0.4326,0
2023-08-13 07:01:00,82.1,Mumbai,Electronics,0,0.3427,0
2023-10-10 02:26:00,104.77,London,Electronics,1,0.5402,1
2023-01-08 10:47:00,25.02,Sydney,Electronics,1,0.7424,0
2023-01-15 12:22:00,43.58,New York,Groceries,0,0.9588,1
2023-07-15 00:20:00,45.53,Sydney,Clothing,1,0.1836,0
2023-12-13 12:27:00,347.42,New York,Travel,0,0.4017,0
2023-05-12 20:56:00,174.28,Sydney,Restaurants,0,0.3271,0
2023-10-07 21:55:00,27.92,Mumbai,Electronics,0,0.9134,1
2023-08-15 10:53:00,129.2,Sydney,Electronics,0,0.8627,1
2023-01-18 16:53:00,15.21,Tokyo,Travel,0,0.5818,0
2023-02-19 00:29:00,14.99,Sydney,Clothing,0,0.6837,1
2023-11-04 03:32:00,14.26,Tokyo,Travel,0,0.2656,0
2023-06-23 02:03:00,3.13,Tokyo,Electronics,0,0.1055,0
2023-04-29 07:20:00,51.13,London,Groceries,0,0.0282,0
2023-02-26 23:02:00,19.31,New York,Electronics,0,0.1361,1
2023-10-08 17:51:00,189.97,Sydney,Electronics,0,0.8337,0
2023-06-18 09:16:00,45.5,Tokyo,Groceries,0,0.8566,1
2023-03-05 14:34:00,57.66,London,Clothing,1,0.8864,1
2023-09-26 20:18:00,193.61,Tokyo,Restaurants,1,0.168,0
2023-12-26 14:30:00,42.7,New York,Travel,0,0.1977,1
2023-09-14 13:38:00,111.07,Tokyo,Restaurants,1,0.3498,0
2023-06-07 03:29:00,187.17,New York,Groceries,0,0.9394,1
2023-02-26 19:26:00,171.56,Sydney,Restaurants,0,0.4811,0
2023-03-03 16:10:00,84.07,London,Electronics,0,0.4132,0
2023-05-08 19:29:00,27.74,Mumbai,Groceries,1,0.5238,1
2023-07-21 18:25:00,173.9,Mumbai,Clothing,0,0.9316,1
2023-12-01 10:55:00,20.72,New York,Restaurants,0,0.2871,0
2023-03-07 06:07:00,126.11,London,Restaurants,1,0.0197,0
2023-10-30 08:07:00,35.24,Mumbai,Electronics,0,0.2823,0
2023-01-01 18:41:00,384.23,New York,Restaurants,0,0.2802,0
2023-08-14 22:00:00,19.7,Tokyo,Electronics,0,0.9072,1
2023-10-10 01:19:00,63.85,Sydney,Travel,1,0.0009,1
2023-04-08 13:26:00,224.43,London,Clothing,0,0.9127,1
2023-09-04 12:06:00,33.61,Mumbai,Groceries,0,0.5565,0
2023-10-22 21:53:00,147.81,Tokyo,Groceries,0,0.9245,1
2023-12-27 13:18:00,49.38,Tokyo,Electronics,0,0.0745,0
2023-10-06 10:37:00,10.21,Sydney,Electronics,0,0.5161,0
2023-10-22 20:59:00,66.38,New York,Restaurants,1,0.597,0
2023-02-07 14:27:00,131.47,New York,Clothing,0,0.4587,1
2023-02-21 12:24:00,272.83,Tokyo,Groceries,1,0.9174,1
2023-10-17 00:48:00,5.05,New York,Electronics,0,0.3256,0
2023-07-21 04:47:00,4.64,New York,Travel,0,0.5644,1
2023-07-08 17:56:00,24.45,London,Electronics,0,0.7604,0
2023-03-17 17:24:00,75.44,Sydney,Restaurants,0,0.0201,1
2023-12-12 09:32:00,42.45,London,Travel,0,0.0628,0
2023-11-15 14:14:00,48.05,Tokyo,Restaurants,1,0.5708,0
2023-01-02 20:01:00,12.44,Mumbai,Restaurants,1,0.8744,1
2023-01-30 07:26:00,13.97,Sydney,Clothing,1,0.9724,1
2023-10-15 18:46:00,264.3,London,Groceries,0,0.2865,0
2023-07-09 17:58:00,10.05,Mumbai,Restaurants,0,0.3587,0
2023-06-03 20:05:00,19.78,Sydney,Groceries,1,0.6544,0
2023-04-05 20:40:00,120.64,London,Restaurants,0,0.1796,0
2023-09-19 05:47:00,10.78,Tokyo,Groceries,0,0.2915,0
2023-01-30 07:51:00,144.46,New York,Clothing,1,0.284,0
2023-12-14 12:07:00,88.96,London,Groceries,0,0.661,0
2023-01-03 01:35:00,130.32,London,Groceries,0,0.1397,0
2023-11-20 16:54:00,132.19,London,Restaurants,0,0.8459,0
2023-06-16 02:15:00,96.84,Sydney,Groceries,0,0.3973,0
2023-09-20 13:55:00,100.72,Tokyo,Travel,0,0.2374,0
2023-12-22 19:15:00,36.92,Tokyo,Electronics,1,0.058,0
2023-03-26 14:14:00,108.35,Sydney,Travel,1,0.805,0
2023-02-28 06:25:00,138.92,New York,Restaurants,0,0.2835,0
2023-12-08 16:22:00,14.15,London,Groceries,0,0.4636,0
2023-07-21 16:28:00,163.25,New York,Restaurants,0,0.4429,0
2023-08-24 21:41:00,12.45,Tokyo,Travel,1,0.4886,0
2023-08-26 16:07:00,17.68,London,Electronics,0,0.1354,0
